db,table,rows,col_idx,col_name,col_type,notnull,pk,null_rate
sidecar enriched (autocost_enriched.db),material_quote_lines,588,13,loaded_at,TEXT,0,0,0.0000
sidecar enriched (autocost_enriched.db),model_versions,0,0,version_id,INTEGER,0,1,
sidecar enriched (autocost_enriched.db),model_versions,0,1,version,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,2,trained_at,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,3,data_range_start,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,4,data_range_end,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,5,metrics_json,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,6,status,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,7,created_by,TEXT,0,0,
sidecar enriched (autocost_enriched.db),model_versions,0,8,notes,TEXT,0,0,
sidecar enriched (autocost_enriched.db),projects_master,23,0,project_notion_id,TEXT,0,1,0.0000
sidecar enriched (autocost_enriched.db),projects_master,23,1,name,TEXT,0,0,0.0000
sidecar enriched (autocost_enriched.db),projects_master,23,2,module_code_hint,TEXT,0,0,0.3478
sidecar enriched (autocost_enriched.db),projects_master,23,3,address,TEXT,0,0,0.8696
sidecar enriched (autocost_enriched.db),projects_master,23,4,customer_type,TEXT,0,0,0.3478
sidecar enriched (autocost_enriched.db),projects_master,23,5,product_type,TEXT,0,0,0.3478
sidecar enriched (autocost_enriched.db),projects_master,23,6,permit_type,TEXT,0,0,0.3478
sidecar enriched (autocost_enriched.db),projects_master,23,7,contract_stage,TEXT,0,0,0.3913
sidecar enriched (autocost_enriched.db),projects_master,23,8,progress_stage,TEXT,0,0,0.3478
sidecar enriched (autocost_enriched.db),projects_master,23,9,cost_row_count,INTEGER,0,0,0.0000
sidecar enriched (autocost_enriched.db),projects_master,23,10,cost_total,INTEGER,0,0,0.0000
sidecar enriched (autocost_enriched.db),projects_master,23,11,raw_payload,TEXT,0,0,0.3043
sidecar enriched (autocost_enriched.db),projects_master,23,12,fetched_at,TEXT,0,0,0.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,0,vendor_notion_id,TEXT,0,1,0.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,1,name,TEXT,0,0,0.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,2,business_no,TEXT,0,0,0.3706
sidecar enriched (autocost_enriched.db),vendors_master,429,3,bank_account,TEXT,0,0,0.0676
sidecar enriched (autocost_enriched.db),vendors_master,429,4,bank_name,TEXT,0,0,1.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,5,account_holder,TEXT,0,0,1.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,6,category,TEXT,0,0,0.0769
sidecar enriched (autocost_enriched.db),vendors_master,429,7,raw_payload,TEXT,0,0,0.0000
sidecar enriched (autocost_enriched.db),vendors_master,429,8,fetched_at,TEXT,0,0,0.0000
